Ann‚e faits;Montant total;Date faits;Cat‚gorie;Langue;RŠglement;Infractions;Lieu
2020;350,00 ?;04-10-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;14;Avenue G. E. Lebon Bulle … verre, 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Avenue du Barbeau 26, 1160 AUDERGHEM
2020;116,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.1;Rue J. B. Vandercammen 6, 1160 AUDERGHEM
2020;116,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.1;Rue J. B. Vandercammen 26, 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx 8, 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 8 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx 8, 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx 8, 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 8 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Boulevard du Souverain 240, 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx 8, 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 8 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 8 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 8 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 8 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue Jules Cockx, 8 1160 AUDERGHEM
2020;58,00 ?;05-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.3ø;Boulevard des Invalides, 164 1160 AUDERGHEM
2020;116,00 ?;05-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.1;Avenue du Gardon 7, 1160 AUDERGHEM
2020;350,00 ?;05-10-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55 + 56;Rue des Paons 2A, 1160 AUDERGHEM
2020;58,00 ?;06-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Boulevard des Invalides 202, 1160 AUDERGHEM
2020;58,00 ?;06-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Boulevard du Triomphe , 1160 AUDERGHEM
2020;58,00 ?;06-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Rue Valduc, 352 1160 AUDERGHEM
2020;58,00 ?;06-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue du Kouter, 87 1160 AUDERGHEM
2020;350,00 ?;06-10-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;14;Avenue G. E. Lebon Bulle … verre, 1160 AUDERGHEM
2020;58,00 ?;07-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Chauss‚e de Watermael F78, 1160 AUDERGHEM
2020;58,00 ?;07-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Rue Robert Willame 25, 1160 AUDERGHEM
2020;58,00 ?;07-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Chauss‚e de Wavre 1606, 1160 AUDERGHEM
2020;58,00 ?;07-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Chauss‚e de Wavre 1604, 1160 AUDERGHEM
2020;58,00 ?;07-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Chauss‚e de Wavre, 1468 1160 AUDERGHEM
2020;58,00 ?;07-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.3ø;Avenue Pr‚ des Agneaux 15, 1160 AUDERGHEM
2020;58,00 ?;07-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;25.1.3ø;Avenue Pr‚ des Agneaux, 55 1160 AUDERGHEM
2020;58,00 ?;07-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.1;Boulevard du Souverain, 165 1160 AUDERGHEM
2020;58,00 ?;07-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers, F1 1160 AUDERGHEM
2020;350,00 ?;07-10-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;14;Avenue G. E. Lebon Bulle … verre, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Rue Emile Idiers F14, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Avenue G. E. Lebon F8, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Rue Edouard Henrard 6, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Rue Edouard Henrard 8, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue Jean Van Horenbeeck, 196 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.3ø;Rond Point du Souverain,  1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue des Volontaires 51, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue Jean Van Horenbeeck 196, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Rue de la Molign‚e,  1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue Jean Van Horenbeeck, 196 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Square du Sacr‚-Coeur 2, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue de l'AmblŠve 47, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Square du Sacr‚-Coeur 2, 1160 AUDERGHEM
2020;116,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue Charles Madoux 2, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue Vandromme, 16 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Avenue des Volontaires 1, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Charles Madouxlaan 84, 1160 OUDERGEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.4;Rue Edouard Henrard 2, 1160 AUDERGHEM
2020;58,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 77.4;Rue de la Molign‚e 28, 1160 AUDERGHEM
2020;116,00 ?;08-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1.4ø;Avenue Charles Madoux 2, 1160 AUDERGHEM
2020;116,00 ?;09-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;Rue du Vieux Moulin 15, 1160 AUDERGHEM
2020;58,00 ?;09-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue du Vieux Moulin, 1C 1160 AUDERGHEM
2020;58,00 ?;09-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 77.5;Clos du Bergoje, 41 1160 AUDERGHEM
2020;58,00 ?;09-10-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121;Rue Emile Idiers F1, 1160 AUDERGHEM
2020;350,00 ?;09-10-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;55õ1 + 56;Rue du Villageois 125, 1160 AUDERGHEM
2020;116,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1 + 121;Rue de la Vignette Face au num‚ro 8, 1160 AUDERGHEM
2020;116,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue des Volontaires, 51 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.4;Rue des Trois Ponts, 51 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue de l'Eglise St-Julien, 18 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue de l'Eglise St-Julien, 18 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue de l'Eglise St-Julien 18, 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue de l'Eglise St-Julien, 18 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.5;Rue de l'AmblŠve 47, 1160 AUDERGHEM
2020;116,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue du Paepedelle 93, 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue Joseph Chaudron, 115 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Square du Sacr‚-Coeur 2, 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Square du Sacr‚-Coeur 2, 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Square du Sacr‚-Coeur, 2 1160 AUDERGHEM
2020;58,00 ?;12-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Square du Sacr‚-Coeur, 2 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Chauss‚e de Wavre 1470, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Chauss‚e de Wavre 1434, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Avenue Ginette Javaux 14, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1.7ø;Rue de la Vignette 242, 1160 AUDERGHEM
2020;116,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;Chauss‚e de Wavre 1913, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Edouard Henrard 8, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Edouard Henrard, 8 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Avenue de l'Eglise St-Julien 18, 1160 AUDERGHEM
2020;116,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;Avenue Guillaume Lefever 25, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.2.1ø;Invalidenlaan 176, 1160 OUDERGEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø;Avenue de l'Eglise St-Julien 15, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 23.1.1ø + 77.4;Avenue Ginette Javaux 10-12, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.3ø;Avenue du Paepedelle 87, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue G. E. Lebon Face6, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;25.1.3ø;Boulevard des Invalides,  1160 AUDERGHEM
2020;116,00 ?;13-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.1;Paradijsvogelslaan 72, 1160 OUDERGEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Avenue du Paepedelle 50, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;23.1.1ø;Andr‚ Drouartlaan F30, 1160 OUDERGEM
2020;58,00 ?;13-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;23.1.1ø;Andr‚ Drouartlaan 27, 1160 OUDERGEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;23.1.1ø;Avenue Andr‚ Drouart 27, 1160 AUDERGHEM
2020;58,00 ?;13-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;23.1.1ø;Avenue Andr‚ Drouart 27, 1160 AUDERGHEM
2020;116,00 ?;14-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Avenue Daniel Boon 49, 1160 AUDERGHEM
2020;116,00 ?;14-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1;Avenue Daniel Boon 19, 1160 AUDERGHEM
2020;58,00 ?;14-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Chauss‚e de Wavre 1560, 1160 AUDERGHEM
2020;58,00 ?;14-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue de l'Eglise St-Julien, 23 1160 AUDERGHEM
2020;58,00 ?;14-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue Andr‚ Drouart, 3 1160 AUDERGHEM
2020;58,00 ?;14-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 70.2.1.1ø;Rue Emile Idiers F1, 1160 AUDERGHEM
2020;58,00 ?;15-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Rue Valduc 270, 1160 AUDERGHEM
2020;58,00 ?;15-10-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1.7ø;Avenue des Paradisiers 19, 1160 AUDERGHEM
2020;58,00 ?;15-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;Avenue des Canaris 43, 1160 AUDERGHEM
2020;58,00 ?;15-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;Avenue Henri de BrouckŠre 60, 1160 AUDERGHEM
2020;58,00 ?;15-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1.7ø + 77.5;Rue Valduc F117, 1160 AUDERGHEM
2020;58,00 ?;15-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Rue Emile Idiers 13, 1160 AUDERGHEM
2020;58,00 ?;15-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Rue Edouard Henrard, 8 1160 AUDERGHEM
2020;58,00 ?;15-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Rue Edouard Henrard, 8 1160 AUDERGHEM
2020;116,00 ?;15-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.4ø;Place Edouard Pinoy 22, 1160 AUDERGHEM
2020;175,00 ?;15-10-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;12;Rue des Trois Ponts 46 - 48, 1160 AUDERGHEM
2020;58,00 ?;15-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;23.1.1ø;de Wahalaan F8, 1160 OUDERGEM
2020;58,00 ?;15-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;23.1.1ø;Avenue de la SabliŠre , 1160 AUDERGHEM
2020;58,00 ?;16-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;25.1.10ø;G. E. Lebonlaan 53, 1160 OUDERGEM
2020;58,00 ?;16-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1.7ø;Rue Edouard Henrard 14, 1160 AUDERGHEM
2020;58,00 ?;16-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1;DrŠve de Nivelles 184, 1160 AUDERGHEM
2020;58,00 ?;16-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;121 + 24.al.1.7ø;Avenue du Paepedelle, 50 1160 AUDERGHEM
2020;58,00 ?;16-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Rue du Moulin … Papier, 51 1160 AUDERGHEM
2020;58,00 ?;16-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue Ginette Javaux, 16 1160 AUDERGHEM
2020;175,00 ?;16-10-20;Administrative;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;33õ2;All‚e des Colzas 79, 1160 AUDERGHEM
2020;116,00 ?;17-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1;Avenue Hugo Van der Goes, 5 1160 AUDERGHEM
2020;58,00 ?;17-10-20;Stationnement;N‚erlandais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;5;Avenue Daniel Boon 23, 1160 AUDERGHEM
2020;116,00 ?;17-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.1 + 70.2.1.1ø;Rue Gustave Timmermans F11, 1160 AUDERGHEM
2020;58,00 ?;17-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.4;Chauss‚e de Wavre 2127, 1160 AUDERGHEM
2020;116,00 ?;17-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.1;Avenue Hugo Van der Goes 3, 1160 AUDERGHEM
2020;58,00 ?;17-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;77.4;Chauss‚e de Wavre 1627, 1160 AUDERGHEM
2020;58,00 ?;17-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;70.2.1.1ø;Avenue Charles Schaller 87, 1160 AUDERGHEM
2020;116,00 ?;17-10-20;Stationnement;Fran‡ais;REGLEMENT GENERAL DE POLICE COMMUN AUX 19 COMMUNES BRUXELLOISES;24.al.1;Avenue Hugo Van der Goes 111, 1160 AUDERGHEM
